Country,Country Code,Series Name,Series Code,Year,FINI,CoHD_pov,CoHD,CoHD_headcount,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,id,goal3-achievementlevel,Code,Income_Group,Continent
United States,USA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2020,18.75621986,0.2,2.28,3.2,21.08,3.621,6.389,2.3,,13.660000000000002,77.414,14.72,99.10000000000001,91.0,USA,88.55823076923079,USA,High-income countries,OECD
United States,USA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2020,10.69257355,0.2,2.28,3.2,21.08,3.621,6.389,2.3,,13.660000000000002,77.414,14.72,99.10000000000001,91.0,USA,88.55823076923079,USA,High-income countries,OECD
United States,USA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2020,42.99185181,0.2,2.28,3.2,21.08,3.621,6.389,2.3,,13.660000000000002,77.414,14.72,99.10000000000001,91.0,USA,88.55823076923079,USA,High-income countries,OECD
Uruguay,URY,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2020,14.1,0.28,3.19,38.2,18.64,4.682,7.048,32.0,0.24,16.5,78.43,29.1,100.0,95.0,URY,85.63135714285714,URY,High-income countries,LAC
Uruguay,URY,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2020,2.5,0.28,3.19,38.2,18.64,4.682,7.048,32.0,0.24,16.5,78.43,29.1,100.0,95.0,URY,85.63135714285714,URY,High-income countries,LAC
Uruguay,URY,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2020,2.5,0.28,3.19,38.2,18.64,4.682,7.048,32.0,0.24,16.5,78.43,29.1,100.0,95.0,URY,85.63135714285714,URY,High-income countries,LAC
Uruguay,URY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2020,9.13688469,0.28,3.19,38.2,18.64,4.682,7.048,32.0,0.24,16.5,78.43,29.1,100.0,95.0,URY,85.63135714285714,URY,High-income countries,LAC
Uruguay,URY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2020,6.54352617,0.28,3.19,38.2,18.64,4.682,7.048,32.0,0.24,16.5,78.43,29.1,100.0,95.0,URY,85.63135714285714,URY,High-income countries,LAC
Uruguay,URY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2020,28.38340378,0.28,3.19,38.2,18.64,4.682,7.048,32.0,0.24,16.5,78.43,29.1,100.0,95.0,URY,85.63135714285714,URY,High-income countries,LAC
Uzbekistan,UZB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2020,23.6,2.31,4.71,17.3,30.18,8.355,14.725,66.0,,25.893333333333334,70.331,15.83,100.0,96.0,UZB,74.79607692307692,UZB,Lower-middle-income countries,E. Europe & C. Asia
Uzbekistan,UZB,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2020,5.6,2.31,4.71,17.3,30.18,8.355,14.725,66.0,,25.893333333333334,70.331,15.83,100.0,96.0,UZB,74.79607692307692,UZB,Lower-middle-income countries,E. Europe & C. Asia
Uzbekistan,UZB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2020,2.5,2.31,4.71,17.3,30.18,8.355,14.725,66.0,,25.893333333333334,70.331,15.83,100.0,96.0,UZB,74.79607692307692,UZB,Lower-middle-income countries,E. Europe & C. Asia
Uzbekistan,UZB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2020,6.75,2.31,4.71,17.3,30.18,8.355,14.725,66.0,,25.893333333333334,70.331,15.83,100.0,96.0,UZB,74.79607692307692,UZB,Lower-middle-income countries,E. Europe & C. Asia
Uzbekistan,UZB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2020,3.12,2.31,4.71,17.3,30.18,8.355,14.725,66.0,,25.893333333333334,70.331,15.83,100.0,96.0,UZB,74.79607692307692,UZB,Lower-middle-income countries,E. Europe & C. Asia
Uzbekistan,UZB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2020,53.79,2.31,4.71,17.3,30.18,8.355,14.725,66.0,,25.893333333333334,70.331,15.83,100.0,96.0,UZB,74.79607692307692,UZB,Lower-middle-income countries,E. Europe & C. Asia
Albania,ALB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,30.2,1.13,3.55,12.6,6.427499999999999,7.09,9.457,15.0,0.02,11.803333333333333,76.46300000000001,11.79,100.0,87.0,ALB,82.27035714285715,ALB,Upper-middle-income countries,E. Europe & C. Asia
Albania,ALB,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,7.5,1.13,3.55,12.6,6.427499999999999,7.09,9.457,15.0,0.02,11.803333333333333,76.46300000000001,11.79,100.0,87.0,ALB,82.27035714285715,ALB,Upper-middle-income countries,E. Europe & C. Asia
Albania,ALB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,4.1,1.13,3.55,12.6,6.427499999999999,7.09,9.457,15.0,0.02,11.803333333333333,76.46300000000001,11.79,100.0,87.0,ALB,82.27035714285715,ALB,Upper-middle-income countries,E. Europe & C. Asia
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,7.26731825,1.13,3.55,12.6,6.427499999999999,7.09,9.457,15.0,0.02,11.803333333333333,76.46300000000001,11.79,100.0,87.0,ALB,82.27035714285715,ALB,Upper-middle-income countries,E. Europe & C. Asia
Albania,ALB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,2.88419509,1.13,3.55,12.6,6.427499999999999,7.09,9.457,15.0,0.02,11.803333333333333,76.46300000000001,11.79,100.0,87.0,ALB,82.27035714285715,ALB,Upper-middle-income countries,E. Europe & C. Asia
Albania,ALB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,59.76841354,1.13,3.55,12.6,6.427499999999999,7.09,9.457,15.0,0.02,11.803333333333333,76.46300000000001,11.79,100.0,87.0,ALB,82.27035714285715,ALB,Upper-middle-income countries,E. Europe & C. Asia
Armenia,ARM,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,7.1,1.16,3.66,54.1,25.557500000000005,5.611,10.795,25.0,0.19,20.41,72.043,12.8,,94.0,ARM,79.04642857142858,ARM,Upper-middle-income countries,E. Europe & C. Asia
Armenia,ARM,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,0.0,1.16,3.66,54.1,25.557500000000005,5.611,10.795,25.0,0.19,20.41,72.043,12.8,,94.0,ARM,79.04642857142858,ARM,Upper-middle-income countries,E. Europe & C. Asia
Armenia,ARM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,2.5,1.16,3.66,54.1,25.557500000000005,5.611,10.795,25.0,0.19,20.41,72.043,12.8,,94.0,ARM,79.04642857142858,ARM,Upper-middle-income countries,E. Europe & C. Asia
Armenia,ARM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,12.34,1.16,3.66,54.1,25.557500000000005,5.611,10.795,25.0,0.19,20.41,72.043,12.8,,94.0,ARM,79.04642857142858,ARM,Upper-middle-income countries,E. Europe & C. Asia
Armenia,ARM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,2.19,1.16,3.66,54.1,25.557500000000005,5.611,10.795,25.0,0.19,20.41,72.043,12.8,,94.0,ARM,79.04642857142858,ARM,Upper-middle-income countries,E. Europe & C. Asia
Armenia,ARM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,81.35,1.16,3.66,54.1,25.557500000000005,5.611,10.795,25.0,0.19,20.41,72.043,12.8,,94.0,ARM,79.04642857142858,ARM,Upper-middle-income countries,E. Europe & C. Asia
Australia,AUS,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,11.4,0.23,2.58,3.2,4.305,2.357,3.772,6.5,0.01,8.67,84.526,6.91,98.7,93.0,AUS,95.59671428571428,AUS,High-income countries,OECD
Australia,AUS,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,3.4,0.23,2.58,3.2,4.305,2.357,3.772,6.5,0.01,8.67,84.526,6.91,98.7,93.0,AUS,95.59671428571428,AUS,High-income countries,OECD
Australia,AUS,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,2.5,0.23,2.58,3.2,4.305,2.357,3.772,6.5,0.01,8.67,84.526,6.91,98.7,93.0,AUS,95.59671428571428,AUS,High-income countries,OECD
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,10.54363918,0.23,2.58,3.2,4.305,2.357,3.772,6.5,0.01,8.67,84.526,6.91,98.7,93.0,AUS,95.59671428571428,AUS,High-income countries,OECD
Australia,AUS,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,8.01731968,0.23,2.58,3.2,4.305,2.357,3.772,6.5,0.01,8.67,84.526,6.91,98.7,93.0,AUS,95.59671428571428,AUS,High-income countries,OECD
Australia,AUS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,23.96060181,0.23,2.58,3.2,4.305,2.357,3.772,6.5,0.01,8.67,84.526,6.91,98.7,93.0,AUS,95.59671428571428,AUS,High-income countries,OECD
Austria,AUT,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,4.3,0.22,2.43,3.4,5.425000000000001,2.109,3.317,5.0,,10.703333333333333,81.58,4.15,98.0,96.0,AUT,94.59453846153846,AUT,High-income countries,OECD
Austria,AUT,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,1.6,0.22,2.43,3.4,5.425000000000001,2.109,3.317,5.0,,10.703333333333333,81.58,4.15,98.0,96.0,AUT,94.59453846153846,AUT,High-income countries,OECD
Austria,AUT,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,2.5,0.22,2.43,3.4,5.425000000000001,2.109,3.317,5.0,,10.703333333333333,81.58,4.15,98.0,96.0,AUT,94.59453846153846,AUT,High-income countries,OECD
Austria,AUT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,12.1,0.22,2.43,3.4,5.425000000000001,2.109,3.317,5.0,,10.703333333333333,81.58,4.15,98.0,96.0,AUT,94.59453846153846,AUT,High-income countries,OECD
Austria,AUT,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,9.47,0.22,2.43,3.4,5.425000000000001,2.109,3.317,5.0,,10.703333333333333,81.58,4.15,98.0,96.0,AUT,94.59453846153846,AUT,High-income countries,OECD
Austria,AUT,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,21.75,0.22,2.43,3.4,5.425000000000001,2.109,3.317,5.0,,10.703333333333333,81.58,4.15,98.0,96.0,AUT,94.59453846153846,AUT,High-income countries,OECD
Azerbaijan,AZE,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,10.1,1.04,3.28,0.7,30.53,9.461,18.844,62.0,0.05,27.603333333333335,69.366,29.37,99.9,92.0,AZE,71.07035714285713,AZE,Upper-middle-income countries,E. Europe & C. Asia
Azerbaijan,AZE,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,0.0,1.04,3.28,0.7,30.53,9.461,18.844,62.0,0.05,27.603333333333335,69.366,29.37,99.9,92.0,AZE,71.07035714285713,AZE,Upper-middle-income countries,E. Europe & C. Asia
Azerbaijan,AZE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,2.5,1.04,3.28,0.7,30.53,9.461,18.844,62.0,0.05,27.603333333333335,69.366,29.37,99.9,92.0,AZE,71.07035714285713,AZE,Upper-middle-income countries,E. Europe & C. Asia
Azerbaijan,AZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,4.7,1.04,3.28,0.7,30.53,9.461,18.844,62.0,0.05,27.603333333333335,69.366,29.37,99.9,92.0,AZE,71.07035714285713,AZE,Upper-middle-income countries,E. Europe & C. Asia
Azerbaijan,AZE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,1.49,1.04,3.28,0.7,30.53,9.461,18.844,62.0,0.05,27.603333333333335,69.366,29.37,99.9,92.0,AZE,71.07035714285713,AZE,Upper-middle-income countries,E. Europe & C. Asia
Azerbaijan,AZE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,68.02,1.04,3.28,0.7,30.53,9.461,18.844,62.0,0.05,27.603333333333335,69.366,29.37,99.9,92.0,AZE,71.07035714285713,AZE,Upper-middle-income countries,E. Europe & C. Asia
Bangladesh,BGD,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,31.1,1.65,3.37,51.7,158.92499999999998,18.052,29.823,221.0,0.01,18.85666666666667,72.381,72.0,59.833333333333336,97.0,BGD,60.17342857142857,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,11.0,1.65,3.37,51.7,158.92499999999998,18.052,29.823,221.0,0.01,18.85666666666667,72.381,72.0,59.833333333333336,97.0,BGD,60.17342857142857,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,11.2,1.65,3.37,51.7,158.92499999999998,18.052,29.823,221.0,0.01,18.85666666666667,72.381,72.0,59.833333333333336,97.0,BGD,60.17342857142857,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,2.36492991,1.65,3.37,51.7,158.92499999999998,18.052,29.823,221.0,0.01,18.85666666666667,72.381,72.0,59.833333333333336,97.0,BGD,60.17342857142857,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,0.39927667,1.65,3.37,51.7,158.92499999999998,18.052,29.823,221.0,0.01,18.85666666666667,72.381,72.0,59.833333333333336,97.0,BGD,60.17342857142857,BGD,Lower-middle-income countries,East & South Asia
Bangladesh,BGD,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,75.47958374,1.65,3.37,51.7,158.92499999999998,18.052,29.823,221.0,0.01,18.85666666666667,72.381,72.0,59.833333333333336,97.0,BGD,60.17342857142857,BGD,Lower-middle-income countries,East & South Asia
Bosnia and Herzegovina,BIH,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,13.4,1.45,4.58,5.0,5.635000000000001,4.419,6.143,25.0,,18.716666666666665,75.3,9.81,99.9,61.0,BIH,75.3086153846154,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,3.1,1.45,4.58,5.0,5.635000000000001,4.419,6.143,25.0,,18.716666666666665,75.3,9.81,99.9,61.0,BIH,75.3086153846154,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,2.5,1.45,4.58,5.0,5.635000000000001,4.419,6.143,25.0,,18.716666666666665,75.3,9.81,99.9,61.0,BIH,75.3086153846154,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,9.56,1.45,4.58,5.0,5.635000000000001,4.419,6.143,25.0,,18.716666666666665,75.3,9.81,99.9,61.0,BIH,75.3086153846154,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,6.53,1.45,4.58,5.0,5.635000000000001,4.419,6.143,25.0,,18.716666666666665,75.3,9.81,99.9,61.0,BIH,75.3086153846154,BIH,Upper-middle-income countries,E. Europe & C. Asia
Bosnia and Herzegovina,BIH,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,31.03,1.45,4.58,5.0,5.635000000000001,4.419,6.143,25.0,,18.716666666666665,75.3,9.81,99.9,61.0,BIH,75.3086153846154,BIH,Upper-middle-income countries,E. Europe & C. Asia
Botswana,BWA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,56.3,1.05,3.31,61.2,143.42499999999998,20.275,39.944,228.0,2.18,27.913333333333338,61.141,49.57333333333333,99.8,97.0,BWA,55.02371428571428,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,26.7,1.05,3.31,61.2,143.42499999999998,20.275,39.944,228.0,2.18,27.913333333333338,61.141,49.57333333333333,99.8,97.0,BWA,55.02371428571428,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,22.9,1.05,3.31,61.2,143.42499999999998,20.275,39.944,228.0,2.18,27.913333333333338,61.141,49.57333333333333,99.8,97.0,BWA,55.02371428571428,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,6.30929565,1.05,3.31,61.2,143.42499999999998,20.275,39.944,228.0,2.18,27.913333333333338,61.141,49.57333333333333,99.8,97.0,BWA,55.02371428571428,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,4.82379913,1.05,3.31,61.2,143.42499999999998,20.275,39.944,228.0,2.18,27.913333333333338,61.141,49.57333333333333,99.8,97.0,BWA,55.02371428571428,BWA,Upper-middle-income countries,Sub-Saharan Africa
Botswana,BWA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,18.18883324,1.05,3.31,61.2,143.42499999999998,20.275,39.944,228.0,2.18,27.913333333333338,61.141,49.57333333333333,99.8,97.0,BWA,55.02371428571428,BWA,Upper-middle-income countries,Sub-Saharan Africa
Brazil,BRA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,32.8,1.22,3.84,30.2,62.942499999999995,8.716,14.275,49.0,0.24,15.68333333333333,72.75,42.57,98.2,73.0,BRA,77.86428571428569,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,9.9,1.22,3.84,30.2,62.942499999999995,8.716,14.275,49.0,0.24,15.68333333333333,72.75,42.57,98.2,73.0,BRA,77.86428571428569,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,4.7,1.22,3.84,30.2,62.942499999999995,8.716,14.275,49.0,0.24,15.68333333333333,72.75,42.57,98.2,73.0,BRA,77.86428571428569,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,9.89072323,1.22,3.84,30.2,62.942499999999995,8.716,14.275,49.0,0.24,15.68333333333333,72.75,42.57,98.2,73.0,BRA,77.86428571428569,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,4.50447893,1.22,3.84,30.2,62.942499999999995,8.716,14.275,49.0,0.24,15.68333333333333,72.75,42.57,98.2,73.0,BRA,77.86428571428569,BRA,Upper-middle-income countries,LAC
Brazil,BRA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,54.32703018,1.22,3.84,30.2,62.942499999999995,8.716,14.275,49.0,0.24,15.68333333333333,72.75,42.57,98.2,73.0,BRA,77.86428571428569,BRA,Upper-middle-income countries,LAC
Bulgaria,BGR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,15.8,1.25,3.94,6.1,7.005,2.846,6.271,17.0,0.03,24.333333333333332,71.798,36.52,94.5,89.0,BGR,78.74142857142856,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,3.5,1.25,3.94,6.1,7.005,2.846,6.271,17.0,0.03,24.333333333333332,71.798,36.52,94.5,89.0,BGR,78.74142857142856,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,2.5,1.25,3.94,6.1,7.005,2.846,6.271,17.0,0.03,24.333333333333332,71.798,36.52,94.5,89.0,BGR,78.74142857142856,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,8.56,1.25,3.94,6.1,7.005,2.846,6.271,17.0,0.03,24.333333333333332,71.798,36.52,94.5,89.0,BGR,78.74142857142856,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,5.38,1.25,3.94,6.1,7.005,2.846,6.271,17.0,0.03,24.333333333333332,71.798,36.52,94.5,89.0,BGR,78.74142857142856,BGR,Upper-middle-income countries,E. Europe & C. Asia
Bulgaria,BGR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,36.6,1.25,3.94,6.1,7.005,2.846,6.271,17.0,0.03,24.333333333333332,71.798,36.52,94.5,89.0,BGR,78.74142857142856,BGR,Upper-middle-income countries,E. Europe & C. Asia
Burkina Faso,BFA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,56.9,2.25,3.04,59.1,276.7,25.113,81.406,45.0,0.09,24.183333333333334,59.27,102.31333333333333,95.8,88.0,BFA,49.42942857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,21.2,2.25,3.04,59.1,276.7,25.113,81.406,45.0,0.09,24.183333333333334,59.27,102.31333333333333,95.8,88.0,BFA,49.42942857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,16.2,2.25,3.04,59.1,276.7,25.113,81.406,45.0,0.09,24.183333333333334,59.27,102.31333333333333,95.8,88.0,BFA,49.42942857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,6.37691164,2.25,3.04,59.1,276.7,25.113,81.406,45.0,0.09,24.183333333333334,59.27,102.31333333333333,95.8,88.0,BFA,49.42942857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,2.73042727,2.25,3.04,59.1,276.7,25.113,81.406,45.0,0.09,24.183333333333334,59.27,102.31333333333333,95.8,88.0,BFA,49.42942857142857,BFA,Low-income countries,Sub-Saharan Africa
Burkina Faso,BFA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,39.09840012,2.25,3.04,59.1,276.7,25.113,81.406,45.0,0.09,24.183333333333334,59.27,102.31333333333333,95.8,88.0,BFA,49.42942857142857,BFA,Low-income countries,Sub-Saharan Africa
Cameroon,CMR,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,58.5,1.45,2.95,54.3,436.125,26.817,72.175,164.0,0.46,24.13666666666667,60.333,113.75,69.0,62.0,CMR,45.00371428571429,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,26.7,1.45,2.95,54.3,436.125,26.817,72.175,164.0,0.46,24.13666666666667,60.333,113.75,69.0,62.0,CMR,45.00371428571429,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,6.4,1.45,2.95,54.3,436.125,26.817,72.175,164.0,0.46,24.13666666666667,60.333,113.75,69.0,62.0,CMR,45.00371428571429,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,3.82407379,1.45,2.95,54.3,436.125,26.817,72.175,164.0,0.46,24.13666666666667,60.333,113.75,69.0,62.0,CMR,45.00371428571429,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,0.48458478,1.45,2.95,54.3,436.125,26.817,72.175,164.0,0.46,24.13666666666667,60.333,113.75,69.0,62.0,CMR,45.00371428571429,CMR,Lower-middle-income countries,Sub-Saharan Africa
Cameroon,CMR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,70.38082123,1.45,2.95,54.3,436.125,26.817,72.175,164.0,0.46,24.13666666666667,60.333,113.75,69.0,62.0,CMR,45.00371428571429,CMR,Lower-middle-income countries,Sub-Saharan Africa
Canada,CAN,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,7.7,0.31,3.48,3.0,11.4375,3.381,5.016,5.7,0.04750000000000001,9.83,82.656,4.93,97.60000000000001,90.0,CAN,94.8563571428571,CAN,High-income countries,OECD
Canada,CAN,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,1.2,0.31,3.48,3.0,11.4375,3.381,5.016,5.7,0.04750000000000001,9.83,82.656,4.93,97.60000000000001,90.0,CAN,94.8563571428571,CAN,High-income countries,OECD
Canada,CAN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,2021,2.5,0.31,3.48,3.0,11.4375,3.381,5.016,5.7,0.04750000000000001,9.83,82.656,4.93,97.60000000000001,90.0,CAN,94.8563571428571,CAN,High-income countries,OECD
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2021,12.3341074,0.31,3.48,3.0,11.4375,3.381,5.016,5.7,0.04750000000000001,9.83,82.656,4.93,97.60000000000001,90.0,CAN,94.8563571428571,CAN,High-income countries,OECD
Canada,CAN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,8.99394321,0.31,3.48,3.0,11.4375,3.381,5.016,5.7,0.04750000000000001,9.83,82.656,4.93,97.60000000000001,90.0,CAN,94.8563571428571,CAN,High-income countries,OECD
Canada,CAN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,27.0807209,0.31,3.48,3.0,11.4375,3.381,5.016,5.7,0.04750000000000001,9.83,82.656,4.93,97.60000000000001,90.0,CAN,94.8563571428571,CAN,High-income countries,OECD
Chile,CHL,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2021,18.1,0.35,3.86,42.5,14.877500000000003,4.272,6.567,16.0,0.24,10.326666666666666,78.944,21.0825,99.8,92.0,CHL,89.63528571428573,CHL,High-income countries,OECD
Chile,CHL,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2021,4.1,0.35,3.86,42.5,14.877500000000003,4.272,6.567,16.0,0.24,10.326666666666666,78.944,21.0825,99.8,92.0,CHL,89.63528571428573,CHL,High-income countries,OECD
